x	y	z	fill	pf
0.3741730865709514	0.554734413618031	0.7431448254773942	1.0	0.5
0.6440760255292565	0.2602236057454935	0.7193398003386512	1.0	0.5
0.6942720440148838	0.3237443709670646	0.6427876096865394	1.0	0.5
0.5435968176547656	0.6957721980440041	0.46947156278589086	1.0	0.5
0.6508952239913498	0.2762886305754377	0.7071067811865476	1.0	0.5
0.4345745066076887	0.3519114966845045	0.8290375725550417	1.0	0.5
0.34618861305875415	0.7424038765061041	0.573576436351046	1.0	0.5
0.7250925989156461	0.48908113346801296	0.4848096202463371	1.0	0.5
0.5224410539421329	0.5602494390798607	0.6427876096865394	1.0	0.5
0.4676981147867478	0.6206563613093817	0.6293203910498375	1.0	0.5
0.6573363527541679	0.6129760656099692	0.43837114678907746	1.0	0.5
0.9042039106970216	0.2764428777949861	0.32556815445715676	1.0	0.5
0.7646034664841296	0.5973736983412611	0.24192189559966767	1.0	0.5
0.3419053558814255	0.7332184018470005	0.5877852522924731	1.0	0.5
0.5675477726922733	0.6763770970748588	0.46947156278589086	1.0	0.5
0.4382894618139598	0.8243025903159147	0.3583679495453004	1.0	0.5
0.6123724356957946	0.6123724356957946	0.5000000000000001	1.0	0.5
0.5840850365176018	0.5446681081399307	0.6018150231520484	1.0	0.5
0.3875584154562617	0.6202231142750924	0.6819983600624985	1.0	0.5
0.5566703992264194	0.6634139481689384	0.5000000000000001	1.0	0.5
0.4877932546646113	0.7806323884730919	0.3907311284892737	0.0	0.0
0.3422201518180751	0.8470245987390465	0.4067366430758002	0.0	0.0
0.5043203561029896	0.6455006197386552	0.573576436351046	0.0	0.0
0.40055739953520725	0.899666649415519	0.17364817766693041	0.0	0.0
0.3164201184088123	0.8243025903159147	0.46947156278589086	0.0	0.0
0.3079003310184375	0.7253677232677026	0.6156614753256583	0.0	0.0
0.07888863263406219	0.7505752021757451	0.6560590289905073	0.0	0.0
0.5224410539421329	0.5602494390798607	0.6427876096865394	0.0	0.0
0.22203694742835509	0.6448421179673636	0.7313537016191705	0.0	0.0
0.36257293431611826	0.7115894499006428	0.6018150231520484	0.0	0.0
0.4423547526431035	0.8681700846974874	0.22495105434386492	0.0	0.0
0.3375179510205838	0.7238095817598482	0.6018150231520484	0.0	0.0
0.29261871889070007	0.8498264664139349	0.43837114678907746	0.0	0.0
0.17031128656494837	0.8012516067574694	0.573576436351046	0.0	0.0
0.5449849958780468	0.7501074952546007	0.37460659341591196	0.0	0.0
0.18184366213388528	0.8555071680929037	0.4848096202463371	0.0	0.0
0.3891458112061503	0.7637416572465147	0.5150380749100542	0.0	0.0
0.3276383090259117	0.8109332713455797	0.4848096202463371	0.0	0.0
0.23653367779506812	0.7736667993756825	0.5877852522924731	0.0	0.0
0.17691501981924113	0.910148875696544	0.37460659341591196	0.0	0.0
0.2627819475111339	0.8595210211071541	0.43837114678907746	0.0	0.0
0.4291814164258293	0.6608814262744511	0.6156614753256583	0.0	0.0
0.32393078628443966	0.7631331092313456	0.5591929034707468	0.0	0.0
0.521187098428794	0.691638640065298	0.5000000000000001	0.0	0.0
0.34618861305875415	0.7424038765061041	0.573576436351046	0.0	0.0
0.5013428751109861	0.7720003282414775	0.3907311284892737	0.0	0.0
0.2996870663073665	0.8703544378686093	0.3907311284892737	0.0	0.0
0.5038302981000493	0.6934629132905097	0.5150380749100542	0.0	0.0
0.39373198219586886	0.7405021591690414	0.5446390350150271	0.0	0.0
0.12400414094694472	0.8823353099441544	0.4539904997395468	0.0	0.0
0.18525067297365835	0.8715358938730197	0.4539904997395468	0.0	0.0
0.20583286047400418	0.5655211363340804	0.7986355100472928	0.0	0.0
0.23349842552463937	0.7637389365391907	0.6018150231520484	0.0	0.0
0.39287742804503417	0.8824171510260543	0.25881904510252074	0.0	0.0
0.4328836315041715	0.6182218954839706	0.6560590289905073	0.0	0.0
0.5621947109368732	0.669997566496482	0.4848096202463371	0.0	0.0
0.15187611829634037	0.8613322685281437	0.4848096202463371	0.0	0.0
0.4155629535409689	0.7496954135095478	0.5150380749100542	0.0	0.0
0.1618152052585991	0.8324670640581862	0.5299192642332049	0.0	0.0
0.3096337147946659	0.899241602601842	0.30901699437494745	0.0	0.0
0.3891458112061503	0.7637416572465147	0.5150380749100542	0.0	0.0
0.29931740973281556	0.7051476278512911	0.6427876096865394	0.0	0.0
0.32441882632332825	0.8029647720336144	0.5000000000000001	0.0	0.0
0.4064506496107598	0.8333473283093413	0.37460659341591196	0.0	0.0
0.4895183220536299	0.7537921132756882	0.43837114678907746	0.0	0.0
0.36257293431611826	0.7115894499006428	0.6018150231520484	0.0	0.0
0.42925645064935825	0.8424632196002839	0.32556815445715676	0.0	0.0
0.5149663246031949	0.7929786008008274	0.32556815445715676	0.0	0.0
0.5681637854879309	0.6535976689524103	0.5000000000000001	0.0	0.0
0.777601809899355	0.5049805198327684	0.37460659341591196	0.0	0.0
0.39373198219586886	0.7405021591690414	0.5446390350150271	1.0	1.0
0.5217302493553468	0.6442832014072412	0.5591929034707468	1.0	1.0
0.7678140890432437	0.5998821115988352	0.22495105434386492	1.0	1.0
0.7102640395405222	0.5959822936169372	0.37460659341591196	1.0	1.0
0.6124838680922978	0.7045820917858996	0.3583679495453004	1.0	1.0
0.23008139524453983	0.922806073208125	0.30901699437494745	1.0	1.0
0.6131909501978996	0.7572277608124127	0.22495105434386492	1.0	1.0
0.1948133276698809	0.843829228791103	0.5000000000000001	1.0	1.0
0.5556569244144925	0.6861791559684689	0.46947156278589086	1.0	1.0
0.8348433503288182	0.44389408332970076	0.32556815445715676	1.0	1.0
0.3481439846874264	0.8201758299731818	0.4539904997395468	1.0	1.0
0.6571496071009102	0.634601998946228	0.4067366430758002	1.0	1.0
0.4367030122276772	0.8953738635996571	0.08715574274765814	1.0	1.0
0.7386778859438295	0.49824452527227164	0.4539904997395468	1.0	1.0
0.6189451401610268	0.6409364552100961	0.4539904997395468	1.0	1.0
0.5425824844015316	0.8044116135723833	0.24192189559966767	1.0	1.0
0.7969220629908466	0.5375307187469627	0.27563735581699916	1.0	1.0
0.479321871639797	0.7106238982476367	0.5150380749100542	1.0	1.0
0.4019253907203549	0.7250925989156461	0.5591929034707468	1.0	1.0
0.6998164213636981	0.5872157010580831	0.4067366430758002	1.0	1.0
0.5655211363340804	0.7504718954890313	0.3420201433256688	1.0	1.0
0.5425824844015316	0.8044116135723833	0.24192189559966767	1.0	1.0
0.36477893358074914	0.8593653136788735	0.3583679495453004	1.0	1.0
0.5122166424463738	0.8524716485419714	0.10452846326765346	1.0	1.0
0.46829013302933253	0.8448177633073237	0.25881904510252074	1.0	1.0
0.4639037882578495	0.4639037882578495	0.754709580222772	1.0	1.0
0.20706853731277142	0.8969123736935778	0.3907311284892737	1.0	1.0
0.349725383249891	0.8656006983877809	0.3583679495453004	1.0	1.0
0.5618427259867126	0.7455904800857619	0.3583679495453004	1.0	1.0
0.5313711260384404	0.7051533011679186	0.46947156278589086	1.0	1.0
0.5451148086276094	0.6496425315582588	0.5299192642332049	1.0	1.0
0.47238398108792873	0.8522032607078565	0.22495105434386492	1.0	1.0
0.479321871639797	0.7106238982476367	0.5150380749100542	1.0	1.0
0.5655211363340804	0.7504718954890313	0.3420201433256688	1.0	1.0
0.7036204998135865	0.6794784183941234	0.20791169081775945	1.0	1.0
0.4890738003669028	0.847100670886274	0.20791169081775945	1.0	1.0
0.5065235487181532	0.6036512589184275	0.6156614753256583	1.0	1.0
0.6665843623856094	0.7403169350548957	0.08715574274765814	1.0	1.0
0.6417225651468149	0.7382173651457221	0.20791169081775945	1.0	1.0
0.6872476765959936	0.6408688263388208	0.3420201433256688	1.0	1.0
0.6845642443920927	0.5158561589172206	0.5150380749100542	1.0	1.0
0.4667902132486008	0.8085043658224876	0.3583679495453004	1.0	1.0
0.6460920181835125	0.7432438458759748	0.17364817766693041	1.0	1.0
0.6715615575965699	0.6485194577629618	0.3583679495453004	1.0	1.0
0.5389855446957562	0.7697511313200572	0.3420201433256688	1.0	1.0
0.3546497075959983	0.7271396578990494	0.5877852522924731	1.0	1.0
0.6394364014988703	0.6621557774932378	0.3907311284892737	1.0	1.0
0.48642040484769206	0.6946803316219238	0.5299192642332049	1.0	1.0
0.312450948357436	0.8584519252992378	0.4067366430758002	1.0	1.0
0.5489189548379108	0.813805817319494	0.19080899537654492	1.0	1.0
0.7454178529214827	-0.6479818536760914	0.15643446504023092	0.5	0.5
0.7985138739908347	-0.6017233638090658	0.0174524064372836	0.5	0.5
0.869828448870716	-0.4821537824201599	0.10452846326765346	0.5	0.5
0.7104835337205201	-0.6861059731991695	0.15643446504023092	0.5	0.5
0.8441450033599869	-0.5072134892679038	0.17364817766693041	0.5	0.5
0.24011864647522388	-0.9630632890692619	0.12186934340514749	0.5	0.5
0.6131909501978996	-0.7572277608124127	0.22495105434386492	0.5	0.5
0.8861254972213128	-0.4515034922801636	0.10452846326765346	0.5	0.5
0.9050657237128571	-0.4220390781009013	0.052335956242943966	0.5	0.5
0.6287770931374196	-0.698327708676339	0.3420201433256688	0.5	0.5
0.437303296707956	-0.896604629175613	0.06975647374412523	0.5	0.5
0.46918557339453876	-0.8824097250418029	0.03489949670250108	0.5	0.5
0.85664513754241	-0.5147243276306821	0.03489949670250108	0.5	0.5
0.7850121347822973	-0.6133186975387628	0.08715574274765814	0.5	0.5
0.6022077949540278	-0.7707908279928531	0.20791169081775945	0.5	0.5
0.6427876096865393	-0.7660444431189779	0.0	0.5	0.5
0.8639158094271043	-0.4987820251299119	0.06975647374412523	0.5	0.5
0.5995249352960316	-0.7955964608169102	0.08715574274765814	0.5	0.5
0.4067366430758002	-0.9135454576426008	0.0	0.5	0.5
0.7430316409209713	-0.6690286945265029	0.0174524064372836	0.5	0.5
0.930027871118743	-0.3570042513030383	0.08715574274765814	0.5	0.5
0.6946583704589973	-0.7193398003386513	0.0	0.5	0.5
0.8354791732328245	-0.5425665190557746	0.08715574274765814	0.5	0.5
0.6417225651468149	-0.7382173651457221	0.20791169081775945	0.5	0.5
0.8232618274527194	-0.5346324819374547	0.19080899537654492	0.5	0.5
0.7942605011606413	-0.5985182174862764	0.10452846326765346	0.5	0.5
0.6147008482173488	-0.7325719442337335	0.29237170472273677	0.5	0.5
0.4024156722295843	-0.7568338048323141	0.5150380749100542	0.5	0.5
0.5379336247173292	-0.8283451415599975	0.15643446504023092	0.5	0.5
0.6665843623856094	-0.7403169350548956	0.08715574274765814	0.5	0.5
0.5777336766211343	-0.6885161846758983	0.43837114678907746	0.5	0.5
0.6485194577629618	-0.67156155759657	0.3583679495453004	0.5	0.5
0.7735327765894375	-0.6043500399811594	0.19080899537654492	0.5	0.5
0.6524650689851083	-0.7505752021757451	0.10452846326765346	0.5	0.5
0.6215724127386971	-0.7675780050716485	0.15643446504023092	0.5	0.5
0.6306444148430618	-0.7254734110258385	0.27563735581699916	0.5	0.5
0.6654650388849337	-0.7390738003669027	0.10452846326765346	0.5	0.5
0.5855288579403553	-0.7494427621283275	0.30901699437494745	0.5	0.5
0.3318606833692001	-0.9117797339616575	0.24192189559966767	0.5	0.5
0.7403169350548957	-0.6665843623856094	0.08715574274765814	0.5	0.5
0.5425824844015316	-0.8044116135723832	0.24192189559966767	0.5	0.5
0.2754694449873076	-0.9606761212855751	0.03489949670250108	0.5	0.5
0.6716372725311599	-0.720242795548736	0.17364817766693041	0.5	0.5
0.7470406449017433	-0.6049415863891326	0.27563735581699916	0.5	0.5
0.9061697519708839	-0.4225538949324387	0.0174524064372836	0.5	0.5
0.3717598164443862	-0.7622205798007392	0.5299192642332049	0.5	0.5
0.5270163110573678	-0.8434023999529444	0.10452846326765346	0.5	0.5
0.4829629131445341	-0.8365163037378079	0.25881904510252074	0.5	0.5
0.9061697519708839	-0.4225538949324387	0.0174524064372836	0.5	0.5
0.8146646436810838	-0.5704343246184221	0.10452846326765346	0.5	0.5
